ID_REF	VALUE
16650777	7.16345
16650779	5.4771
16650781	5.38086
16650783	5.01946
16650785	2.47512
16650787	2.90464
16650789	3.60395
16650791	5.93398
16650793	7.41817
16650795	4.77946
16650797	2.27061
16650799	1.8897
16650801	1.50088
16650803	3.51063
16650805	0.892062
16650807	1.4542
16650809	2.95943
16650811	1.80289
16650813	1.37471
16650817	0.975949
16650819	6.41246
16650821	4.68892
16650823	3.18076
16650825	2.14027
16650827	6.02541
16650829	4.17664
16650831	2.15048
16650833	2.37501
16650835	4.20816
16650837	3.64235
16650839	4.54649
16650841	3.86175
16650843	3.45067
16650845	5.6399
16650847	2.69082
16650849	1.37124
16650851	3.91886
16650853	1.70103
16650855	1.95021
16650857	1.70855
16650859	1.98075
16650861	2.4755
16650863	0.842629
16650867	2.05815
16650869	1.79589
16650871	4.5541
16650873	2.40317
16650875	3.06031
16650879	3.95377
16650881	9.42694
16650883	4.80032
16650885	1.59944
16650887	1.38182
16650889	3.46709
16650891	4.87239
16650893	2.04313
16650895	1.94143
16650897	1.66435
16650899	2.70325
16650901	5.02523
16650903	0.584996
16650905	1.10337
16650907	1.12812
16650909	1.54144
16650911	1.30268
16650913	2.87967
16650915	1.82714
16650917	0.853202
16650921	2.6504
16650923	5.06378
16650925	2.2374
16650927	5.98022
16650929	5.84198
16650931	1.69777
16650933	2.39678
16650935	1.85763
16650937	1.86553
16650939	1.82546
16650941	4.81046
16650943	1.61121
16650945	5.88517
16650947	3.0179
16650949	2.01929
16650951	1.12167
16650953	1.58716
16650955	2.68468
16650957	2.78732
16650959	1.51202
16650961	2.77502
16650963	0.967473
16650965	1.66189
16650967	3.2686
16650969	3.06454
16650971	3.76193
16650975	0.867996
16650977	2.49654
16650979	1.33933
16650981	2.57024
16650983	2.64155
16650985	6.22393
16650987	1.52353
16650989	2.95176
16650991	2.6666
16650993	3.4327
16650995	2.40286
16650997	2.58009
16650999	1.50815
16651003	2.00598
16651005	3.51683
16651007	4.97455
16651009	2.03702
16651011	1.17598
16651013	6.13083
16651015	1.18472
16651017	1.82898
16651019	4.07644
16651021	2.55386
16651023	1.36392
16651025	6.99486
16651027	1.6346
16651029	3.85987
16651031	2.99318
16651033	1.02698
16651035	4.08586
16651037	0.853202
16651039	0.641281
16651041	2.85152
16651043	2.34258
16651047	1.986
16651049	3.86329
16651051	2.38562
16651053	1.79363
16651057	1.7599
16651059	1.45531
16651061	1.65996
16651063	2.48142
16651065	2.05779
16651067	2.53477
16651069	2.00583
16651071	2.46754
16651073	1.35239
16651075	1.37876
16651077	5.52843
16651079	2.51346
16651081	1.19083
16651083	2.81681
16651085	5.12646
16651087	1.13701
16651089	3.18728
16651093	3.38622
16651095	4.9384
16651097	2.37785
16651099	2.27331
16651101	1.68752
16651103	2.71743
16651105	2.31655
16651107	2.98867
16651109	4.0726
16651111	2.32644
16651113	2.21186
16651115	3.65797
16651117	1.19083
16651119	1.98941
16651121	1.71988
16651123	5.79361
16651125	1.61698
16651127	4.44713
16651129	0.758991
16651131	2.517
16651135	3.1394
16651137	4.39253
16651139	2.87247
16651141	3.84873
16651143	2.78245
16651145	3.76117
16651147	1.32824
16651149	1.50311
16651151	1.70357
16651153	3.52873
16651159	3.02723
16651161	2.55768
16651163	3.90619
16651167	1.57281
16651169	2.81213
16651171	2.32486
16651173	3.27027
16651175	6.99873
16651177	2.43324
16651179	7.38933
16651181	4.36478
16651183	1.4153
16651185	1.30117
16651187	5.45117
16651189	1.7688
16651193	6.16218
16651195	7.17514
16651197	5.84312
16651199	7.391
16651201	7.06563
16651203	2.47647
16651205	1.50753
16651207	1.36392
16651209	3.12296
16651211	5.93169
16651213	1.36392
16651215	6.58421
16651217	3.59812
16651219	5.35495
16651221	5.72521
16651223	3.81965
16651225	3.69732
16651227	4.92899
16651229	2.13913
16651231	4.87231
16651233	5.08232
16651235	4.33665
16651237	6.77023
16651239	4.4418
16651241	4.81994
16651243	5.0378
16651245	4.4541
16651247	5.96871
16651249	4.14472
16651251	1.04329
16651253	2.01757
16651255	3.78224
16651257	0.949922
16651259	4.85673
16651261	5.04811
16651263	5.74057
16651265	5.9643
16651267	2.47659
16651269	5.77816
16651271	5.78334
16651273	2.04313
16651275	6.03177
16651277	5.87649
16651279	5.68586
16651281	3.89959
16651283	5.18038
16651285	5.21495
16651287	4.22723
16651289	1.4529
16651291	2.77963
16651293	2.60219
16651295	1.47669
16651297	4.92539
16651299	6.70983
16651301	1.76907
16651303	3.3321
16651305	6.67544
16651307	2.55623
16651309	4.57858
16651311	2.52911
16651313	4.71734
16651315	7.57752
16651317	1.19545
16651319	3.64934
16651321	4.53598
16651323	3.56468
16651325	5.38174
16651327	5.43943
16651329	2.79444
16651331	5.93398
16651333	2.89622
16651335	5.41658
16651337	3.99872
16651339	2.54068
16651341	3.35885
16651343	3.64179
16651345	6.73843
16651347	5.05931
16651349	5.97656
16651351	4.45602
16651353	5.0995
16651355	4.90479
16651357	5.43532
16651359	4.37433
16651361	5.20762
16651363	6.07172
16651365	2.56344
16651367	3.5922
16651369	3.26838
16651371	4.07287
16651373	0.940093
16651375	5.10155
16651377	4.43256
16651379	3.43292
16651381	2.00986
16651383	4.65257
16651385	3.93121
16651387	5.45573
16651389	1.00401
16651391	3.40278
16651393	1.60878
16651395	3.06736
16651397	4.04495
16651399	4.97784
16651401	3.44981
16651403	4.45251
16651405	4.54839
16651407	1.36726
16651409	3.19275
16651411	2.99288
16651413	4.67984
16651415	4.80036
16651417	6.05314
16651419	2.2374
16651421	7.27796
16651423	4.31594
16651425	6.89583
16651427	5.91418
16651429	4.98797
16651431	7.9162
16651433	4.98377
16651435	7.14751
16651439	6.09204
16651441	4.39984
16651443	5.53657
16651445	4.8643
16651447	3.18354
16651449	8.15301
16651451	5.24704
16651453	5.46669
16651455	5.16316
16651457	3.59277
16651459	4.39438
16651461	5.20434
16651463	5.20535
16651465	4.16294
16651467	4.3865
16651469	4.29037
16651471	4.5471
16651473	3.16896
16651475	5.52002
16651477	3.58604
16651479	4.42296
16651481	1.14917
16651483	3.74738
16651485	4.7255
16651487	6.34673
16651491	8.57222
16651493	3.69624
16651495	2.3355
16651497	4.62282
16651499	4.41457
16651501	1.61333
16651505	1.19083
16651507	2.67151
16651509	4.96539
16651511	5.93595
16651513	0.853202
16651515	4.89988
16651517	4.40363
16651519	4.75499
16651521	5.24512
16651523	2.03143
16651525	3.41739
16651527	4.44416
16651529	2.98151
16651531	0.625297
16651533	3.49861
16651535	5.86139
16651537	3.82708
16651539	1.3891
16651541	3.0836
16651543	2.91697
16651545	0.853202
16651547	3.15188
16651549	1.34952
16651551	5.41639
16651553	5.32474
16651555	3.29685
16651557	4.511
16651559	2.78923
16651561	2.37425
16651563	2.82108
16651567	4.42518
16651569	3.52547
16651571	3.50186
16651573	0.881098
16651575	4.92539
16651577	1.03895
16651579	3.02359
16651581	6.29754
16651583	2.61939
16651585	4.18032
16651587	4.76009
16651589	5.26524
16651591	0.573554
16651593	2.46081
16651595	4.03767
16651597	4.75911
16651599	6.6458
16651601	6.11264
16651603	5.62905
16651605	2.7905
16651607	2.44781
16651609	5.45935
16651611	6.07282
16651613	3.68984
16651615	1.8413
16651617	2.32828
16651619	4.59033
16651621	5.91119
16651623	6.16417
16651625	6.16012
16651627	3.84166
16651629	5.33492
16651631	5.48787
16651633	1.26729
16651635	5.14536
16651637	2.25652
16651639	1.57281
16651641	5.55068
16651643	7.13624
16651645	7.12803
16651647	7.5459
16651649	7.14194
16651653	9.38558
16651655	8.9118
16651657	8.2553
16651659	3.04838
16651661	6.21119
16651663	6.16478
16651665	4.70771
16651667	5.92697
16651669	5.22806
16651671	4.97891
16651673	5.98132
16651675	4.18672
16651677	6.06844
16651679	6.33046
16651681	3.39834
16651683	6.01347
16651685	5.04365
16651687	1.97531
16651689	5.00157
16651691	4.05021
16651693	3.30593
16651695	5.11628
16651697	4.14254
16651699	3.67792
16651701	3.14158
16651703	4.07638
16651705	1.98041
16651707	3.94688
16651709	3.85041
16651711	2.00943
16651715	4.77617
16651717	4.58177
16651719	5.49533
16651721	2.67171
16651723	3.17082
16651725	2.37978
16651727	4.087
16651729	2.97994
16651731	5.19331
16651733	2.48641
16651735	4.20414
16651737	3.22676
16651739	4.85345
16651741	5.10943
16651743	3.8819
16651745	1.65075
16651747	5.2045
16651749	4.80379
16651751	4.05702
16651753	6.13483
16651755	5.77268
16651757	4.12027
16651761	2.93567
16651763	4.60095
16651765	4.4707
16651767	3.69307
16651769	4.47454
16651771	2.87946
16651773	3.62683
16651775	5.57668
16651777	4.62122
16651779	6.5445
16651781	5.77372
16651783	4.36083
16651785	4.69282
16651787	6.112
16651789	1.57281
16651791	5.35064
16651793	4.75228
16651795	5.28046
16651797	5.21651
16651799	2.6136
16651801	3.74425
16651803	5.52168
16651805	6.8267
16651807	4.0527
16651809	3.25643
16651811	3.80118
16651813	4.58422
16651815	1.48894
16651817	5.42264
16651819	2.50084
16651821	5.59332
16651823	4.54937
16651825	3.01852
16651827	3.86238
16651829	2.16624
16651831	2.4755
16651833	3.77298
16651835	6.60774
16651837	4.38587
16651841	3.48635
16651843	3.9918
16651845	4.7303
16651847	3.15931
16651851	4.61532
16651853	4.522
16651855	4.88883
16651857	1.02698
16651859	3.86898
16651861	3.56812
16651863	4.73117
16651865	3.47542
16651867	1.33629
16651869	3.9297
16651873	4.45201
16651877	5.88405
16651879	5.44154
16651881	4.28441
16651883	3.414
16651885	2.27597
16651887	4.02144
16651889	2.80753
16651891	1.17213
16651893	3.63521
16651895	7.06913
16651899	3.82654
16651903	6.00309
16651905	7.1985
16651907	6.18785
16651909	2.65243
16651911	3.36977
16651913	2.9951
16651915	3.49861
16651917	1.8869
16651919	3.64166
16651921	2.19795
16651923	6.97885
16651925	3.06506
16651927	2.5104
16651929	1.66901
16651931	3.27031
16651933	2.35645
16651935	1.42622
16651937	6.26753
16651939	2.2476
16651941	3.35229
16651943	1.22646
16651945	3.28771
16651947	1.57281
16651949	7.41113
16651951	1.84877
16651953	1.19083
16651955	3.72461
16651957	5.61138
16651959	4.38514
16651961	5.30101
16651963	4.23446
16651965	3.26708
16651967	4.1382
16651969	5.79657
16651971	4.6339
16651973	2.30139
16651975	2.1759
16651977	3.14686
16651979	5.93398
16651981	4.55169
16651983	4.72177
16651985	2.59761
16651987	2.58798
16651989	2.23388
16651991	4.87311
16651993	1.10891
16651995	3.57127
16651997	2.22384
16652001	2.95487
16652003	3.82945
16652005	3.49861
16652007	1.52574
16652009	4.13497
16652011	3.48159
16652013	3.78385
16652015	1.70082
16652017	1.02698
16652019	2.58349
16652021	3.04695
16652023	2.84958
16652025	6.55478
16652027	3.29322
16652031	1.97197
16652033	5.09186
16652035	4.4379
16652037	3.61446
16652039	2.66025
16652041	5.34744
16652043	3.83159
16652047	3.73754
16652049	1.78446
16652051	2.01716
16652055	0.88859
16652057	3.69318
16652059	1.19083
16652061	1.2213
16652063	2.42387
16652065	0.831838
16652067	1.09475
16652069	5.35924
16652071	1.99266
16652073	6.17517
16652077	1.20686
16652079	1.67275
16652081	6.1496
16652085	1.41595
16652087	1.23249
16652089	2.8688
16652091	4.16298
16652093	4.18723
16652095	1.45097
16652097	2.2374
16652099	1.09128
16652101	3.57749
16652103	1.80908
16652105	3.23158
16652107	3.44531
16652109	1.92903
16652113	1.74387
16652115	6.30583
16652117	0.826691
16652119	2.54713
16652121	1.32732
16652123	2.65976
16652125	1.52993
16652127	1.5453
16652129	3.52148
16652131	2.58695
16652133	0.853202
16652135	0.853202
16652137	2.04313
16652139	2.95906
16652141	2.8248
16652143	2.90814
16652145	2.36652
16652147	3.37613
16652149	4.51914
16652151	3.49861
16652153	2.11579
16652155	3.03687
16652157	4.12563
16652159	4.02424
16652161	2.33046
16652163	4.18511
16652165	3.04569
16652167	2.73685
16652169	2.85119
16652171	5.1567
16652173	3.87445
16652175	3.62797
16652177	2.25649
16652179	1.27738
16652181	5.82956
16652183	5.11109
16652185	3.55393
16652187	3.40649
16652189	4.03681
16652191	5.17048
16652193	4.7313
16652195	0.853202
16652197	4.60165
16652199	4.6794
16652201	2.03143
16652203	5.79197
16652205	2.52852
16652209	3.3651
16652211	2.68468
16652213	0.991201
16652215	5.08703
16652217	4.95615
16652219	2.2374
16652221	4.83689
16652223	2.19838
16652225	2.12299
16652227	4.4098
16652229	2.88259
16652231	3.64744
16652233	4.23967
16652235	0.968736
16652237	5.84498
16652239	5.9644
16652243	8.33779
16652245	3.64059
16652247	3.50907
16652249	0.940092
16652251	4.05645
16652253	6.64403
16652255	4.67033
16652257	2.38532
16652259	2.73207
16652261	3.97255
16652267	3.52216
16652269	4.55542
16652271	3.80057
16652273	4.62051
16652275	1.38799
16652277	3.82203
16652279	3.65203
16652281	1.18246
16652283	5.06952
16652285	5.88501
16652289	1.98356
16652291	1.51611
16652293	3.449
16652295	3.89673
16652297	4.97784
16652299	2.48186
16652301	5.30367
16652303	2.49976
16652305	4.48034
16652307	1.36392
16652309	4.16983
16652311	3.8757
16652313	1.88764
16652317	5.28333
16652321	3.28951
16652323	10.7457
16652325	3.8521
16652327	5.30774
16652329	6.8835
16652331	8.19789
16652333	3.41814
16652335	4.73869
16652337	1.62004
16652339	1.16001
16652341	3.48595
16652343	5.39684
16652345	2.73449
16652347	3.21095
16652349	3.3651
16652351	5.6278
16652353	1.23392
16652355	0.96457
16652357	1.92205
16652359	2.58996
16652361	3.5557
16652363	1.58901
16652365	3.55598
16652367	3.31608
16652369	3.28076
16652371	3.57724
16652373	2.75578
16652375	5.1045
16652377	4.32015
16652379	3.8188
16652381	7.39915
16652383	10.4709
16652387	4.10872
16652389	5.02844
16652391	4.39674
16652395	3.77268
16652397	4.32593
16652399	3.63395
16652401	2.19417
16652403	2.11723
16652405	2.69209
16652407	5.64421
16652409	5.4777
16652411	6.08676
16652413	3.41872
16652415	3.02514
16652417	3.88761
16652419	3.73415
16652421	5.93829
16652423	4.13838
16652425	1.01058
16652427	5.59066
16652429	5.24046
16652431	2.49893
16652433	3.6496
16652435	4.04195
16652437	4.97124
16652439	5.22806
16652441	6.26369
16652443	7.66917
16652445	7.38171
16652447	1.78954
16652449	1.59469
16652451	2.47129
16652453	4.34613
16652455	4.59409
16652457	6.28617
16652459	4.87628
16652461	1.36392
16652463	6.97422
16652465	5.58533
16652467	2.49097
16652469	2.14
16652471	3.38592
16652473	2.62482
16652475	1.36392
16652477	1.79383
16652479	4.16491
16652481	2.22743
16652483	2.4067
16652485	1.59226
16652487	5.20276
16652489	3.7071
16652491	4.73707
16652493	1.79547
16652495	4.60805
16652497	6.04162
16652499	1.02202
16652501	5.88129
16652503	8.0252
16652505	2.67286
16652507	7.86841
16652509	6.7409
16652511	4.49182
16652519	4.75499
16652521	3.80206
16652523	5.2257
16652525	1.15112
16652527	7.61321
16652529	3.36977
16652531	2.01564
16652533	5.43469
16652535	4.91357
16652539	4.70368
16652541	4.74058
16652543	5.71458
16652545	4.27602
16652547	3.56835
16652549	1.32541
16652551	2.28333
16652553	3.63395
16652555	1.26647
16652557	2.30623
16652559	4.11362
16652561	8.0796
16652563	5.70356
16652565	3.0726
16652569	5.49224
16652571	6.25585
16652573	3.32593
16652575	1.03646
16652577	1.79781
16652579	3.49861
16652581	1.8869
16652583	3.64166
16652585	2.19795
16652587	6.97885
16652589	3.06506
16652591	2.5104
16652593	1.66901
16652595	3.27031
16652597	2.35645
16652599	1.42622
16652601	6.26753
16652603	2.2476
16652605	3.35229
16652607	1.22646
16652609	3.28771
16652611	1.57281
16652613	7.41113
16652615	1.84877
16652617	1.19083
16652619	3.72461
16652621	5.61138
16652623	4.38514
16652625	5.30101
16652627	4.23446
16652629	3.26708
16652631	4.1382
16652633	5.79657
16652635	4.6339
16652637	2.30139
16652639	2.1759
16652641	3.14686
16652643	5.93398
16652645	4.55169
16652647	4.72177
16652649	2.59761
16652651	2.58798
16652653	2.23388
16652655	4.87311
16652657	1.10891
16652659	3.57127
16652661	2.22384
16652665	2.95487
16652667	3.82945
16652669	3.49861
16652671	1.52574
16652673	4.13497
16652675	3.48159
16652677	3.78385
16652679	1.70082
16652681	1.02698
16652683	2.58349
16652685	3.04695
16652687	2.84958
16652689	6.55478
16652691	3.29322
16652695	1.97197
16652697	5.09186
16652699	4.4379
16652701	3.61446
16652703	2.66025
16652705	5.34744
16652707	3.83159
16652711	3.73754
16652713	1.78446
16652715	2.01716
16652719	0.88859
16652721	3.69318
16652723	1.19083
16652725	1.2213
16652727	2.42387
16652729	0.831838
16652731	1.09475
16652733	5.35924
16652735	1.99266
16652737	6.17517
16652741	1.20686
16652743	1.67275
16652745	5.54292
16652747	4.43354
16652749	6.63723
16652751	6.21947
16652753	6.11696
16652755	2.25507
16652757	5.5141
16652759	4.5241
16652761	3.88756
16652763	3.63395
16652765	4.91118
16652767	1.80012
16652769	3.05159
16652771	3.31611
16652773	2.24793
16652775	3.63229
16652777	4.22521
16652779	5.35207
16652781	3.74894
16652783	4.91917
16652785	3.27771
16652787	1.82173
16652789	2.03321
16652791	1.70292
16652793	2.56562
16652795	3.94158
16652797	4.05922
16652801	4.05687
16652805	2.08421
16652807	3.09643
16652809	2.76707
16652811	5.19712
16652813	5.32973
16652815	5.11945
16652817	1.53506
16652819	3.27802
16652821	6.50237
16652823	5.21567
16652825	2.46099
16652827	4.19554
16652829	3.5043
16652831	3.90797
16652833	4.95163
16652835	5.75079
16652837	5.20387
16652839	3.38423
16652841	4.773
16652843	5.01235
16652845	1.39801
16652847	4.58294
16652849	3.55979
16652851	6.27986
16652853	4.07824
16652855	3.58891
16652857	3.00856
16652859	6.15679
16652861	3.54849
16652863	5.04936
16652865	5.39381
16652867	3.15161
16652869	5.29001
16652871	4.33077
16652873	1.50861
16652875	4.5461
16652877	4.03631
16652879	2.98057
16652881	2.1714
16652883	5.19305
16652885	2.46104
16652887	7.04316
16652889	4.78335
16652891	4.71113
16652893	4.10305
16652895	5.70823
16652897	5.71672
16652899	2.18483
16652901	6.00108
16652903	5.84207
16652905	5.45731
16652909	1.19083
16652911	1.64131
16652913	5.86139
16652917	5.78837
16652919	3.43316
16652921	5.37158
16652923	1.45687
16652925	3.63107
16652927	1.52638
16652931	2.96398
16652933	2.66195
16652937	4.28488
16652939	3.3651
16652941	5.87429
16652943	5.901
16652945	4.84999
16652947	5.45766
16652949	4.29366
16652951	3.39495
16652953	6.44315
16652957	5.15042
16652959	4.31377
16652961	3.55292
16652963	4.14278
16652965	5.27339
16652967	2.9165
16652969	3.68945
16652971	2.70811
16652973	2.66058
16652975	5.53546
16652977	4.90205
16652979	4.3115
16652981	2.99208
16652983	5.559
16652985	6.76653
16652987	6.14305
16652989	4.45243
16652991	5.64067
16652993	7.42311
16652995	2.2374
16652997	6.04118
16652999	2.55973
16653001	5.99906
16653003	4.92781
16653005	5.78144
16653007	5.47059
16653009	5.95039
16653011	3.94516
16653013	7.16583
16653015	3.60472
16653017	3.89161
16653019	8.49752
16653021	4.09975
16653023	2.63675
16653025	4.7028
16653027	4.31377
16653029	0.921875
16653031	2.65671
16653033	4.84781
16653035	5.43222
16653037	1.63518
16653039	2.2803
16653041	4.13168
16653043	5.54287
16653045	2.82197
16653047	5.74108
16653049	2.48759
16653053	2.2374
16653055	5.35735
16653057	6.02541
16653059	5.3614
16653061	5.46574
16653065	5.9693
16653067	3.55102
16653071	6.18518
16653073	2.68036
16653075	1.78432
16653077	4.7856
16653079	4.94484
16653081	6.72297
16653083	4.4283
16653085	3.45747
16653087	2.91473
16653089	2.3532
16653091	5.39357
16653093	6.07537
16653095	4.301
16653097	4.03365
16653099	5.08413
16653101	5.82878
16653103	4.99241
16653105	4.57269
16653107	5.93001
16653109	4.09403
16653111	4.71744
16653113	3.02676
16653115	4.33722
16653117	3.6333
16653119	4.91549
16653121	1.85583
16653123	2.10198
16653125	4.97784
16653127	3.08376
16653129	4.77632
16653131	5.64753
16653133	4.51426
16653135	6.05002
16653137	1.4728
16653139	5.64769
16653141	5.86341
16653143	5.14956
16653145	4.15644
16653147	5.53677
16653149	4.6239
16653151	5.7239
16653153	5.28699
16653155	4.98146
16653157	3.06961
16653159	2.36893
16653161	4.73424
16653163	1.61494
16653165	3.5145
16653167	4.97067
16653169	2.05709
16653171	3.76383
16653173	2.1839
16653175	5.62244
16653177	4.59766
16653179	2.29873
16653181	4.76658
16653183	6.32079
16653185	5.40391
16653187	1.25201
16653189	3.77179
16653191	1.58254
16653193	2.64013
16653195	2.53197
16653197	2.09542
16653199	5.88077
16653201	3.36977
16653203	4.15012
16653205	2.70276
16653207	3.33882
16653209	2.83176
16653211	3.44031
16653213	3.45931
16653215	3.16411
16653217	3.97667
16653219	5.71947
16653221	2.70133
16653223	2.76002
16653225	2.02905
16653227	3.72572
16653229	2.98339
16653231	4.15622
16653233	2.21406
16653235	2.00883
16653237	4.04719
16653239	2.83854
16653241	4.24378
16653245	3.12325
16653247	3.48435
16653249	5.26285
16653251	5.6478
16653253	4.57719
16653255	3.94516
16653257	1.29268
16653259	2.34266
16653261	5.11315
